time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,phase_type_grouping,sex,age,full_time,part_time,headcount,fte
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,Independent school,Total,Total,9437,361,9798,9617.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded AP school,Total,Total,104,0,104,104
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded nursery,Total,Total,93,30,123,108
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded primary,Total,Total,12102,7,12109,12105.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded secondary,Total,Total,9979,0,9979,9979
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded special school,Total,Total,655,3,658,656.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,Total,Total,Total,32370,401,32771,32570.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,Independent school,Total,Total,6701,59,6760,6730.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,Non-maintained special school,Total,Total,44,0,44,44
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded AP school,Total,Total,111,0,111,111
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded nursery,Total,Total,255,115,370,312.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded primary,Total,Total,10494,166,10660,10577
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded secondary,Total,Total,9198,0,9198,9198
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded special school,Total,Total,445,0,445,445
201617,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,Total,Total,Total,27248,340,27588,27418
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,Independent school,Total,Total,883,83,966,924.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,State-funded AP school,Total,Total,188,0,188,188
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,State-funded nursery,Total,Total,151,158,309,230
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,State-funded primary,Total,Total,14952,614,15566,15259
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,State-funded secondary,Total,Total,8593,0,8593,8593
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,State-funded special school,Total,Total,447,0,447,447
201617,Academic year,Local authority,E92000001,England,London,E12000007,206,Islington,E09000019,Total,Total,Total,25214,855,26069,25641.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,Independent school,Total,Total,12816,447,13263,13039.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,State-funded AP school,Total,Total,69,0,69,69
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,State-funded nursery,Total,Total,176,41,217,196.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,State-funded primary,Total,Total,7260,88,7348,7304
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,State-funded secondary,Total,Total,5046,0,5046,5046
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,State-funded special school,Total,Total,181,0,181,181
201617,Academic year,Local authority,E92000001,England,London,E12000007,207,Kensington and Chelsea,E09000020,Total,Total,Total,25548,576,26124,25836
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,Independent school,Total,Total,10287,298,10585,10436
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,State-funded AP school,Total,Total,111,0,111,111
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,State-funded nursery,Total,Total,142,97,239,190.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,State-funded primary,Total,Total,19484,1308,20792,20138
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,State-funded secondary,Total,Total,11680,0,11680,11680
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,State-funded special school,Total,Total,768,0,768,768
201617,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,Total,Total,Total,42472,1703,44175,43323.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,Independent school,Total,Total,8359,105,8464,8411.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,State-funded AP school,Total,Total,63,0,63,63
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,State-funded nursery,Total,Total,87,219,306,196.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,State-funded primary,Total,Total,10679,279,10958,10818.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,State-funded secondary,Total,Total,11306,35,11341,11323.5
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,State-funded special school,Total,Total,215,0,215,215
201617,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,Total,Total,Total,30709,638,31347,31028
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,Independent school,Total,Total,9436,372,9808,9622
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded AP school,Total,Total,134,0,134,134
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded nursery,Total,Total,55,52,107,81
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded primary,Total,Total,11844,98,11942,11893
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded secondary,Total,Total,10035,3,10038,10036.5
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,State-funded special school,Total,Total,588,1,589,588.5
201718,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,Total,Total,Total,32092,526,32618,32355
201718,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,Independent school,Total,Total,6673,64,6737,6705
201718,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,Non-maintained special school,Total,Total,46,0,46,46
201718,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded AP school,Total,Total,93,0,93,93
201718,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,State-funded nursery,Total,Total,249,113,362,305.5
